obs,col_direction,cpd,Y_test,bkg_type,c_base,Y_fg,Y_ambient,Y_sum,c_phys,mean_log_c_phys_meas,median_log_c_phys_meas,std_log_c_phys_meas,iqr_log_c_phys_meas,N_meas
o5,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.337475082,-0.338980232,0.025288567,0.0240824,8
o5,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.300059409,-1.313605759,0.13384354,0.228782797,8
o5,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.329559505,-1.316013155,0.106137851,0.168576798,8
o5,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.512719377,-1.535296627,0.099801448,0.144494398,8
o5,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.40263172,-1.41617807,0.078548477,0.078267799,8
o5,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.421998184,-1.421998184,0.087306113,0.144494398,8
o5,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.278045498,-1.291591848,0.049411905,0.096329599,8
o5,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.534840316,-0.563438166,0.119364589,0.126432598,8
o5,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.833892982,-0.829377532,0.086815416,0.150514998,8
o5,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.495026283,-0.495026283,0.132531365,0.156535598,8
o5,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.80161273,-0.82117968,0.08858674,0.096329599,8
o5,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.529965569,-0.537491319,0.08823532,0.162556198,8
o6,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,4.805676992,5.805676992,0.05167356,-1.151268117,-1.142237217,0.061650809,0.102350199,8
o6,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,15.27635002,16.27635002,0.049151069,-1.073663637,-1.091725437,0.085870846,0.120411998,8
o6,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.947262698,-0.941242099,0.105954739,0.156535598,8
o6,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.566448466,-0.575479365,0.100073476,0.168576798,8
o6,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.173304637,-1.123634688,0.11699853,0.120411998,8
o6,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.170285319,-1.201893469,0.131973418,0.204700397,8
o6,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.860985682,-0.883562932,0.09501709,0.126432598,8
o6,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.52656081,-0.49495266,0.100731055,0.060205999,8
o6,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.239385249,-1.245405849,0.051490336,0.078267799,8
o6,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.407145615,-0.393599265,0.050036738,0.078267799,8
o6,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.160838979,-1.150302929,0.067944049,0.090308999,8
o6,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.190242551,-1.176696201,0.07448809,0.096329599,8
o6,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.929200899,-0.929200899,0.092825524,0.150514998,8
o6,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.634180215,-0.641705964,0.117528437,0.210720997,8
o6,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,79.9726664,89.9726664,0.03334346,-1.418288487,-1.410762737,0.150041205,0.192659197,8
o6,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,224.7576022,234.7576022,0.034077704,-1.32755073,-1.33507648,0.08823532,0.102350199,8
o6,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,14.0101386,24.0101386,0.124947217,-0.907788862,-0.909294012,0.075317681,0.108370798,8
o6,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.576304382,-0.567273482,0.113459616,0.108370798,8
o6,1,4,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,587.068975,687.068975,0.043663738,-1.310209134,-1.299673084,0.08858674,0.150514998,8
o6,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,108.0110692,208.0110692,0.144223094,-0.854511541,-0.871068191,0.103469776,0.192659197,8
o6,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.44584588,-0.43530983,0.066089626,0.078267799,8
o6,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.399399307,-1.421976557,0.080501908,0.090308999,8
o6,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.361167654,-1.370198554,0.086051564,0.156535598,8
o6,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.390802229,-1.402843429,0.066265682,0.072247199,8
o6,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.352961771,-1.337910271,0.057477926,0.060205999,8
o6,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.435544534,-1.446080584,0.060184493,0.066226599,8
o6,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.300622748,-1.273530048,0.087483866,0.150514998,8
o6,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.679334714,-0.713953163,0.096959167,0.186638597,8
o6,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.748099434,-0.745089134,0.072747186,0.126432598,8
o6,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.463418134,-0.482985084,0.093034481,0.090308999,8
o6,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.751942781,-0.760973681,0.072747186,0.066226599,8
o6,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.498357419,-0.507388319,0.067427647,0.102350199,8
o7,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,4.805676992,5.805676992,0.05167356,-1.092567268,-1.106113617,0.09599304,0.138473798,8
o7,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,15.27635002,16.27635002,0.049151069,-1.096240887,-1.103766637,0.055343691,0.084288399,8
o7,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.942747249,-0.929200899,0.068852533,0.120411998,8
o7,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.539355766,-0.551396966,0.042205589,0.060205999,8
o7,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.204912787,-1.213943687,0.074435933,0.126432598,8
o7,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.228986168,-1.219955269,0.048057168,0.078267799,8
o7,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.806800283,-0.811315733,0.044794697,0.078267799,8
o7,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.436251811,-0.422705461,0.052461703,0.054185399,8
o7,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.18519985,-1.18519985,0.051490336,0.084288399,8
o7,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.380052915,-0.381558065,0.022698768,0.0180618,8
o7,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.246632528,-1.264694328,0.105366642,0.180617997,8
o7,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.190242551,-1.182716801,0.125456111,0.174597397,8
o7,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.965324498,-0.965324498,0.08141337,0.102350199,8
o7,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.570963916,-0.539355766,0.083159658,0.132453198,8
o7,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,79.9726664,89.9726664,0.03334346,-1.273794089,-1.272288939,0.080501908,0.114391398,8
o7,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,224.7576022,234.7576022,0.034077704,-1.34109708,-1.32303528,0.079872284,0.102350199,8
o7,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,14.0101386,24.0101386,0.124947217,-0.803933514,-0.794902614,0.065558619,0.102350199,8
o7,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.495026283,-0.489005684,0.075882764,0.132453198,8
o7,1,4,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,587.068975,687.068975,0.043663738,-1.328270934,-1.341817284,0.102564995,0.102350199,8
o7,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,108.0110692,208.0110692,0.144223094,-0.809357042,-0.804841592,0.057545454,0.096329599,8
o7,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.400691381,-0.411227431,0.054779425,0.066226599,8
o7,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.421976557,-1.403914757,0.063390125,0.084288399,8
o7,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.446961203,-1.466528153,0.061713771,0.096329599,8
o7,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.521750277,-1.523255427,0.040419453,0.048164799,8
o7,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.41166262,-1.39811627,0.075729069,0.090308999,8
o7,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.462637234,-1.458121784,0.053050627,0.072247199,8
o7,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.350292697,-1.345777247,0.034623124,0.054185399,8
o7,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.575479365,-0.563438166,0.050269048,0.072247199,8
o7,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.802284833,-0.811315733,0.083857253,0.126432598,8
o7,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.544696233,-0.531149883,0.053633085,0.054185399,8
o7,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.78806638,-0.77903548,0.080066542,0.096329599,8
o7,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.47126472,-0.45922352,0.042205589,0.072247199,8
o8,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,4.805676992,5.805676992,0.05167356,-1.223515316,-1.202443216,0.084595015,0.126432598,8
o8,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,15.27635002,16.27635002,0.049151069,-1.195580785,-1.236219835,0.154328473,0.180617997,8
o8,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.974355398,-0.983386298,0.083112943,0.066226599,8
o8,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.498716717,-0.485170367,0.091008691,0.150514998,8
o8,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.137181038,-1.117614088,0.137054866,0.168576798,8
o8,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.265109768,-1.238017068,0.152683987,0.162556198,8
o8,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.730037634,-0.714986134,0.049333244,0.066226599,8
o8,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.282726513,-0.296272863,0.106721699,0.162556198,8
o8,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.15810715,-1.16713805,0.0664997,0.078267799,8
o8,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.262651217,-0.225022467,0.087882495,0.096329599,8
o8,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.305333377,-1.324900327,0.090666659,0.132453198,8
o8,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.447623198,-1.447623198,0.128725841,0.150514998,8
o8,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.992417198,-0.989406898,0.071887937,0.078267799,8
o8,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.539355766,-0.533335166,0.045054044,0.060205999,8
o8,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,79.9726664,89.9726664,0.03334346,-1.445381187,-1.422803937,0.180323895,0.319091795,8
o8,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,224.7576022,234.7576022,0.034077704,-1.35012798,-1.34109708,0.218336444,0.270926996,8
o8,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,14.0101386,24.0101386,0.124947217,-0.731686315,-0.686531815,0.176822409,0.168576798,8
o8,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.318923736,-0.296346486,0.098863101,0.084288399,8
o8,1,4,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,587.068975,687.068975,0.043663738,-1.201838336,-1.209364086,0.114854455,0.144494398,8
o8,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,108.0110692,208.0110692,0.144223094,-0.619708145,-0.648305994,0.126933323,0.144494398,8
o8,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.278774232,-0.278774232,0.136230625,0.240823997,8
o8,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.462615606,-1.500244356,0.110722464,0.162556198,8
o8,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.406322153,-1.382239754,0.083671797,0.132453198,8
o8,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.31855503,-1.33661683,0.099294277,0.144494398,8
o8,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.122673824,-1.097086275,0.11699853,0.192659197,8
o8,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.146555738,-1.157091788,0.08858674,0.114391398,8
o8,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.025180302,-1.008623652,0.09501709,0.126432598,8
o8,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.643211114,-0.647726564,0.145200452,0.258885796,8
o8,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.639728635,-0.648759535,0.164440649,0.246844596,8
o8,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.260222887,-0.278284687,0.188968482,0.252865196,8
o8,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.675180132,-0.682705882,0.056455307,0.078267799,8
o8,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.240976773,-0.332790922,0.270472681,0.192659197,8
o9,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,4.805676992,5.805676992,0.05167356,-1.076010618,-1.106113617,0.13268756,0.150514998,8
o9,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,15.27635002,16.27635002,0.049151069,-1.112797537,-1.127849036,0.13934981,0.240823997,8
o9,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.87351035,-0.881036099,0.087764571,0.060205999,8
o9,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.507747616,-0.515273366,0.10396903,0.210720997,8
o9,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.182335537,-1.159758288,0.090666659,0.150514998,8
o9,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.162759569,-1.14770807,0.06231913,0.090308999,8
o9,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.730037634,-0.745089134,0.100486577,0.060205999,8
o9,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.345942812,-0.338417063,0.122278962,0.150514998,8
o9,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.091880551,-1.106932051,0.100486577,0.120411998,8
o9,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.416176514,-0.363496265,0.124378325,0.120411998,8
o9,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.136756579,-1.11417933,0.078416519,0.090308999,8
o9,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.24442795,-1.2670052,0.170098121,0.270926996,8
o9,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.8659846,-0.881036099,0.089589394,0.090308999,8
o9,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.492696117,-0.455067367,0.063858105,0.060205999,8
o9,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,79.9726664,89.9726664,0.03334346,-1.191010841,-1.26626834,0.246666222,0.210720997,8
o9,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,224.7576022,234.7576022,0.034077704,-1.204128432,-1.226705681,0.132443424,0.210720997,8
o9,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,14.0101386,24.0101386,0.124947217,-0.782861414,-0.782861414,0.055739924,0.120411998,8
o9,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.472449034,-0.464923284,0.120142921,0.180617997,8
o9,1,4,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,587.068975,687.068975,0.043663738,-1.194312586,-1.209364086,0.089589394,0.060205999,8
o9,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,108.0110692,208.0110692,0.144223094,-0.720553193,-0.690450194,0.096544381,0.120411998,8
o9,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.302856632,-0.332959632,0.124638259,0.150514998,8
o9,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.352739658,-1.367791158,0.105513973,0.090308999,8
o9,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.320528605,-1.297951355,0.071508769,0.120411998,8
o9,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.407358879,-1.414884629,0.081651537,0.090308999,8
o9,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.307807272,-1.277704272,0.085144141,0.120411998,8
o9,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.397915785,-1.397915785,0.071959933,0.060205999,8
o9,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.256973398,-1.249447649,0.038584215,0.030103,8
o9,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.500221867,-0.515273366,0.06231913,0.090308999,8
o9,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.790243633,-0.775192133,0.17845483,0.150514998,8
o9,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.487500534,-0.495026283,0.075042169,0.090308999,8
o9,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.747427331,-0.724850081,0.081651537,0.060205999,8
o9,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.409553571,-0.417079321,0.038584215,0.030103,8
o10,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,4.805676992,5.805676992,0.05167356,-1.113639367,-1.136216617,0.130473895,0.180617997,8
o10,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,15.27635002,16.27635002,0.049151069,-1.127849036,-1.127849036,0.085144141,0.120411998,8
o10,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.933716349,-0.971345098,0.13438409,0.180617997,8
o10,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.447541617,-0.455067367,0.204643472,0.240823997,8
o10,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.235015787,-1.250067286,0.153495782,0.210720997,8
o10,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.200388319,-1.177811069,0.067791451,0.090308999,8
o10,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.617151386,-0.624677135,0.126442837,0.210720997,8
o10,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.323365563,-0.338417063,0.153495782,0.180617997,8
o10,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.15208655,-1.16713805,0.089589394,0.150514998,8
o10,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.355970515,-0.393599265,0.090666659,0.060205999,8
o10,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.227065578,-1.234591328,0.117968209,0.150514998,8
o10,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.30463395,-1.2971082,0.176081412,0.210720997,8
