observer, image, show_ref_left, Y_bg, Y_fg_ref, Y_fg
o12, valley,0,0.1,800,5.73039
o12, spider,0,0.1,200,2.08274
o12, mushroom,1,1,200,6.20088
o12, spider,0,10,800,140.017
o12, coral,1,1,200,2.60273
o12, mushroom,1,10,800,107.442
o12, spider,1,10,800,112.142
o12, spider,0,0.1,200,2.05727
o12, mushroom,0,0.1,200,3.21076
o12, coral,0,0.1,800,5.08907
o12, spider,1,10,200,29.4118
o12, mushroom,1,0.1,200,2.51241
o12, coral,0,10,800,67.1661
o12, mushroom,1,1,800,7.45095
o12, valley,0,10,800,81.9651
o12, mushroom,1,10,200,26.018
o12, mushroom,1,0.1,200,10.3133
o12, valley,1,1,200,3.49942
o12, valley,0,10,200,25.2986
o12, valley,1,0.1,200,1.12791
o12, valley,1,10,200,30.1535
o12, mushroom,0,1,800,26.3472
o12, coral,1,0.1,800,3.03186
o12, valley,0,0.1,200,2.01836
o12, spider,1,0.1,800,8.70017
o12, valley,1,10,200,18.4157
o12, spider,1,1,800,10.3409
o12, spider,1,1,200,3.96008
o12, spider,0,1,200,3.69129
o12, valley,0,1,200,4.82059
o12, spider,1,0.1,200,1.25064
o12, valley,1,10,800,97.1197
o12, spider,1,1,800,15.1429
o12, coral,1,0.1,200,1.62793
o12, valley,0,1,800,17.4655
o12, coral,1,0.1,800,4.53446
o12, mushroom,1,0.1,800,3.68o11
o12, mushroom,1,1,800,12.8899
o12, spider,0,0.1,800,7.016
o12, valley,1,0.1,800,4.26741
o12, valley,0,0.1,200,1.35756
o12, mushroom,0,0.1,800,4.94529
o12, spider,1,10,200,14.1308
o12, coral,0,1,800,56.1586
o12, mushroom,0,10,200,29.1531
o12, spider,1,0.1,200,2.78678
o12, valley,1,1,800,3.09502
o12, mushroom,1,10,800,97.2607
o12, coral,1,1,200,3.86304
o12, mushroom,1,0.1,800,30.6137
o12, valley,1,0.1,800,4.10162
o12, spider,0,10,800,44.8746
o12, valley,1,10,800,48.6467
o12, spider,1,10,800,46.7209
o12, mushroom,0,1,200,2.30036
o12, valley,1,1,800,4.45183
o12, coral,0,10,200,16.0276
o12, coral,0,0.1,200,3.07556
o12, coral,0,1,200,4.9846
o12, spider,0,10,200,24.6182
o12, mushroom,1,10,200,25.6663
o12, coral,0,10,200,26.1895
o12, coral,1,1,800,6.04458
o12, coral,1,10,200,16.9299
o12, mushroom,0,10,800,195.352
o12, spider,0,0.1,800,13.6157
o12, spider,0,1,200,7.6092
o12, valley,0,1,800,24.1334
o13, coral,1,1,200,4.87563
o13, spider,0,0.1,200,1.46437
o13, coral,0,0.1,800,6.36293
o13, coral,1,1,800,12.9652
o13, valley,1,10,200,31.2329
o13, mushroom,1,10,200,46.4003
o13, valley,0,1,200,3.48743
o13, valley,0,1,800,27.0522
o13, valley,1,10,800,171.557
o13, coral,0,10,800,160.98
o13, valley,0,1,800,22.734
o13, spider,0,1,800,25.3264
o13, coral,0,10,200,45.4434
o13, spider,0,10,800,72.8448
o13, valley,0,0.1,800,8.98434
o13, spider,1,10,200,47.6073
o13, mushroom,0,0.1,200,2.21317
o13, mushroom,0,0.1,200,1.59482
o13, coral,0,0.1,200,3.95519
o13, coral,0,1,200,14.8083
o13, mushroom,1,1,200,4.74744
o13, spider,0,1,200,6.38108
o13, valley,1,10,800,128.415
o13, spider,1,0.1,800,8.08034
o13, spider,1,1,200,2.80615
o13, spider,1,10,800,98.3096
o13, valley,1,0.1,200,2.77151
o13, mushroom,0,0.1,800,10.7466
o13, spider,0,0.1,800,10.1065
o13, coral,1,10,200,51.7411
o13, spider,0,10,800,80.3658
o13, coral,0,1,200,9.03549
o13, valley,1,10,200,36.6071
o13, spider,0,0.1,800,4.82217
o13, valley,0,10,800,178.612
o13, coral,0,0.1,200,8.72235
o13, valley,1,1,200,7.63579
o13, valley,0,10,200,39.6798
o13, mushroom,1,0.1,800,11.1368
o13, mushroom,0,1,200,5.38192
o13, coral,1,0.1,200,4.58639
o13, valley,0,0.1,800,20.9119
o13, spider,1,1,200,17.395
o13, coral,0,10,800,74.5541
o13, spider,1,1,800,28.5283
o13, coral,1,10,800,91.6764
o13, mushroom,0,10,200,33.9806
o13, spider,1,1,800,17.9
o13, valley,1,1,800,32.597
o13, mushroom,1,10,800,94.2253
o13, valley,1,0.1,200,4.35619
o13, spider,0,10,200,35.7897
o13, mushroom,1,1,200,6.92149
o13, spider,1,0.1,200,8.62411
o13, mushroom,1,10,800,140.393
o13, mushroom,1,1,800,31.0569
o13, coral,1,0.1,200,5.72323
o13, spider,1,0.1,800,10.0348
o13, valley,1,1,200,8.53648
o13, coral,1,1,200,11.4534
o13, coral,0,10,200,67.8718
o13, valley,1,0.1,800,17.0308
o13, valley,0,10,800,111.814
o13, spider,0,1,200,9.46059
o13, spider,1,0.1,200,8.58344
o13, mushroom,0,1,800,21.173
o13, valley,0,1,200,9.99116
o13, valley,0,10,200,35.7587
o13, mushroom,1,0.1,200,2.26269
o13, mushroom,0,10,800,144.909
o13, mushroom,0,10,800,97.5475
o13, valley,0,0.1,200,5.21639
o13, coral,0,0.1,800,20.1157
o13, coral,1,0.1,800,12.4057
o13, spider,0,1,800,20.2132
o13, spider,1,10,200,33.4236
o13, valley,1,0.1,800,13.7978
o13, spider,1,10,800,132.245
o13, mushroom,0,0.1,800,8.5423
o13, mushroom,1,10,200,41.3112
o13, spider,0,10,200,18.2679
o13, coral,1,10,800,54.2371
o13, valley,0,0.1,200,3.29469
o13, coral,0,1,800,27.8397
o13, spider,0,0.1,200,9.26412
o13, mushroom,1,1,800,17.2922
o13, mushroom,0,1,800,5.52078
o13, mushroom,1,0.1,200,2.12739
o13, valley,1,1,800,13.5153
o13, mushroom,0,10,200,29.1877
o13, mushroom,1,0.1,800,7.49891
o13, mushroom,0,1,200,6.34656
o13, coral,1,0.1,800,13.04
o13, coral,0,1,800,42.3516
o13, coral,1,1,800,21.8858
o13, coral,1,10,200,27.5571
o14, spider,0,1,200,2.96854
o14, mushroom,1,0.1,800,3.42802
o14, mushroom,0,10,800,133.804
o14, valley,0,1,200,4.2598
o14, spider,0,1,800,7.01451
o14, spider,1,0.1,800,3.30914
o14, coral,0,1,200,3.03681
o14, spider,1,10,200,27.2792
o14, spider,0,10,800,141.234
o14, mushroom,0,0.1,800,17.6825
o14, valley,0,1,800,36.7871
o14, coral,0,0.1,200,4.04766
o14, mushroom,0,1,800,43.18
o14, mushroom,1,10,800,181.354
o14, valley,0,1,800,27.265
o14, spider,1,0.1,200,1.15383
o14, spider,1,1,800,9.77099
o14, spider,0,10,200,48.3289
o14, valley,0,0.1,800,49.0403
o14, coral,1,0.1,200,3.00709
o14, spider,0,10,800,80.1394
o14, valley,0,10,800,151.392
o14, mushroom,0,0.1,800,9.63134
o14, mushroom,1,1,800,20.7346
o14, coral,0,0.1,800,20.596
o14, mushroom,0,1,200,2.84289
o14, valley,1,0.1,200,0.649856
o14, spider,1,10,200,24.7084
o14, spider,0,1,800,21.3469
o14, coral,1,1,200,5.4986
o14, spider,0,0.1,800,8.1495
o14, coral,1,0.1,800,3.72053
o14, coral,0,0.1,200,5.94718
o14, spider,0,10,200,34.6336
o14, mushroom,1,0.1,200,2.39445
o14, coral,0,10,800,47.1322
o14, valley,0,10,800,229.325
o14, mushroom,1,10,200,29.6653
o14, mushroom,0,1,800,26.6094
o14, coral,1,10,800,43.88
o14, mushroom,1,1,800,25.471
o14, valley,0,1,200,3.77554
o14, mushroom,1,10,200,19.6141
o14, valley,1,0.1,200,0.94122
o14, mushroom,1,0.1,200,1.59433
o14, coral,1,10,200,21.1702
o14, spider,0,0.1,200,2.76162
o14, valley,1,0.1,800,2.85495
o14, coral,1,1,800,13.6931
o14, valley,0,0.1,200,1.41471
o14, mushroom,1,1,200,2.11027
o14, spider,1,0.1,800,2.69262
o14, coral,1,10,800,32.8566
o14, spider,0,1,200,2.41537
o14, spider,1,1,200,1.78243
o14, mushroom,0,0.1,200,2.14829
o14, coral,1,0.1,800,7.9026
o14, mushroom,0,10,200,19.2687
o14, coral,1,10,200,11.0781
o14, mushroom,1,10,800,75.1026
o14, valley,1,10,200,20.4496
o14, coral,1,1,200,3.15316
o14, coral,0,0.1,800,82.658
o14, valley,1,10,800,53.0983
o14, mushroom,0,10,800,74.7928
o14, spider,1,10,800,43.0762
o14, mushroom,0,1,200,3.1242
o14, valley,1,1,200,3.27832
o14, valley,1,1,800,10.0898
o14, valley,0,10,200,14.9565
o14, mushroom,1,1,200,2.30784
o14, coral,0,10,800,123.233
o14, valley,1,1,200,2.83404
o14, coral,0,1,800,75.4365
o14, mushroom,0,10,200,17.5234
o14, spider,0,0.1,800,21.1761
o14, valley,0,10,200,18.6117
o14, coral,0,1,200,7.5o112
o14, valley,1,10,800,58.1858
o14, spider,1,10,800,66.8982
o14, mushroom,0,0.1,200,2.08872
o14, spider,0,0.1,200,2.18082
o14, valley,1,10,200,13.8755
o14, coral,0,10,200,42.7251
o14, coral,1,1,800,20.6995
o14, mushroom,1,0.1,800,5.62942
o14, coral,1,0.1,200,1.57234
o14, spider,1,0.1,200,1.20911
o14, valley,1,0.1,800,5.00529
o14, valley,0,0.1,800,11.225
o14, coral,0,1,800,23.9633
o14, valley,0,0.1,200,1.76546
o14, spider,1,1,200,2.19505
o14, coral,0,10,200,28.1454
o14, spider,1,1,800,12.3041
o14, valley,1,1,800,8.89629
